User_ID,Age,Gender,Height,Weight,BMI_Category,Duration,Heart_Rate,Body_Temp,target_weight_loss
326,34,male,181,78,Normal weight,3,86,38.2,0
327,26,male,191,86,Normal weight,8,83,39.3,0
328,31,male,203,105,Overweight,29,113,40.8,10.5
329,64,female,157,63,Overweight,17,105,40.1,6.3
330,34,male,185,93,Overweight,20,99,40.3,9.3
331,63,male,204,112,Overweight,29,110,40.4,11.2
332,44,male,194,87,Normal weight,27,108,40.8,0
333,36,male,190,96,Overweight,17,90,40.3,9.6
334,41,male,173,71,Normal weight,28,104,41.2,0
335,73,male,168,77,Overweight,18,97,40.3,7.7
336,31,male,186,85,Normal weight,28,106,40.8,0
337,22,male,179,73,Normal weight,10,84,39.9,0
338,34,female,161,56,Normal weight,18,102,40.6,0
339,21,female,168,65,Normal weight,25,109,40.3,0
340,22,female,145,50,Normal weight,3,89,38.7,0
341,33,male,190,97,Overweight,24,100,40.8,9.7
342,51,female,157,60,Normal weight,21,103,40.4,0
343,45,male,195,99,Overweight,2,83,37.9,9.9
344,33,female,175,67,Normal weight,25,101,41.1,0
345,47,male,198,97,Normal weight,7,91,39.3,0
346,70,female,175,74,Normal weight,9,79,40,0
347,77,female,160,63,Normal weight,8,92,39.5,0
348,35,female,172,71,Normal weight,11,85,39.9,0
349,44,female,161,60,Normal weight,2,89,38.4,0
350,71,female,164,60,Normal weight,18,97,40.5,0
351,54,female,174,75,Normal weight,9,87,39.6,0
352,63,female,166,68,Normal weight,26,108,40.8,0
353,50,female,149,55,Normal weight,13,101,40.4,0
354,63,male,200,105,Overweight,15,102,40.3,10.5
355,30,female,163,58,Normal weight,22,109,40.5,0
356,33,female,163,57,Normal weight,4,84,38.7,0
357,38,male,189,91,Overweight,24,100,40.5,9.1
358,20,male,183,81,Normal weight,17,97,40.5,0
359,67,female,159,62,Normal weight,13,94,40.2,0
360,24,male,188,90,Overweight,14,103,40.1,9
361,30,male,197,103,Overweight,27,109,40.5,10.3
362,35,female,145,49,Normal weight,18,103,40.2,0
363,63,female,176,79,Overweight,29,111,40.5,7.9
364,50,female,157,60,Normal weight,6,91,39.4,0
365,33,male,200,101,Overweight,17,98,40.5,10.1
366,36,female,163,58,Normal weight,4,84,39,0
367,75,male,187,97,Overweight,7,84,39.1,9.7
368,56,male,184,93,Overweight,13,97,39.9,9.3
369,50,female,182,75,Normal weight,22,111,40.6,0
370,24,male,183,80,Normal weight,27,116,40.6,0
371,32,female,172,72,Normal weight,8,80,39.5,0
372,49,male,193,100,Overweight,22,99,40.5,10
373,77,female,170,65,Normal weight,3,89,39,0
374,67,male,171,75,Overweight,19,97,40.5,7.5
375,23,male,182,81,Normal weight,30,112,41,0
376,37,male,192,95,Overweight,21,98,40.7,9.5
377,35,female,163,59,Normal weight,20,107,40.6,0
378,34,male,185,83,Normal weight,23,97,40.8,0
379,49,female,168,67,Normal weight,21,98,40.4,0
380,69,female,156,61,Overweight,8,83,39.4,6.1
381,49,male,194,101,Overweight,16,103,40.4,10.1
382,41,female,150,51,Normal weight,22,95,40.2,0
383,42,male,195,95,Obese,17,105,40.2,9.5
384,52,male,188,93,Overweight,21,107,40.6,9.3
385,26,female,158,60,Normal weight,12,91,40,0
386,79,female,178,80,Overweight,25,104,40.5,8
387,72,male,172,82,Overweight,19,107,40.5,8.2
388,34,male,195,92,Normal weight,10,91,39.9,0
389,60,female,152,50,Normal weight,7,89,39.8,0
390,45,female,158,57,Normal weight,7,91,39.3,0
391,33,male,188,92,Overweight,19,98,40.4,9.2
392,56,male,192,97,Overweight,20,109,40.5,9.7
393,21,female,153,54,Normal weight,8,94,39.8,0
394,50,female,161,61,Normal weight,18,99,40.5,0
395,60,male,184,86,Overweight,27,105,41,8.6
396,39,male,162,72,Overweight,28,108,40.7,7.2
397,48,male,175,75,Normal weight,19,110,40.7,0
398,38,female,163,65,Normal weight,19,97,40.5,0
399,54,male,190,95,Overweight,22,110,40.3,9.5
400,23,male,195,89,Normal weight,27,104,41,0
401,72,female,164,68,Overweight,15,94,40.2,6.8
402,47,male,179,79,Normal weight,6,74,39.3,0
403,58,female,170,72,Obese,8,103,39.9,7.2
404,41,male,179,85,Overweight,25,101,40.8,8.5
405,62,male,193,100,Overweight,8,90,39.4,10
406,30,female,168,67,Normal weight,29,107,40.9,0
407,32,female,156,56,Normal weight,23,113,40.5,0
408,20,male,178,80,Overweight,9,84,39.4,8
409,53,female,168,65,Normal weight,21,102,40.5,0
410,51,male,189,95,Overweight,30,112,41,9.5
411,78,male,177,86,Overweight,23,100,40.8,8.6
412,31,female,169,69,Normal weight,1,74,37.6,0
413,74,male,205,112,Overweight,6,83,39,11.2
414,50,female,177,70,Normal weight,22,106,40.9,0
415,40,female,160,70,Overweight,8,88,40,7
416,41,male,172,75,Overweight,8,88,39.7,7.5
417,26,female,161,54,Normal weight,13,94,40.3,0
418,25,male,185,89,Overweight,27,104,40.8,8.9
419,31,male,184,89,Overweight,15,105,39.9,8.9
420,20,male,186,90,Overweight,4,83,38.8,9
421,55,female,176,72,Normal weight,5,84,39.3,0
422,52,female,160,59,Normal weight,25,103,40.7,0
423,60,male,208,105,Normal weight,26,110,40.6,0
424,36,male,191,93,Overweight,16,97,40,9.3
425,53,female,168,69,Normal weight,11,89,40,0
426,36,male,193,95,Overweight,10,97,40,9.5
427,23,female,169,68,Normal weight,25,114,40.9,0
428,36,female,164,57,Normal weight,2,79,37.9,0
429,37,female,166,61,Normal weight,25,103,40.7,0
430,48,male,181,80,Normal weight,27,105,40.6,0
431,39,female,167,71,Overweight,27,118,41.1,7.1
432,21,male,205,103,Normal weight,7,88,39.6,0
433,20,male,187,86,Normal weight,23,100,40.3,0
434,57,male,169,72,Overweight,8,84,39.7,7.2
435,77,female,160,66,Overweight,15,94,40.5,6.6
436,34,male,184,85,Overweight,19,109,40.4,8.5
437,52,male,189,92,Overweight,23,97,40.7,9.2
438,70,male,194,91,Normal weight,28,103,40.8,0
439,64,female,157,54,Normal weight,12,95,40.1,0
440,73,male,198,101,Overweight,18,97,40.7,10.1
441,47,male,195,99,Overweight,11,88,39.8,9.9
442,39,female,164,65,Normal weight,5,84,39.2,0
443,25,female,163,60,Normal weight,7,89,39.4,0
444,22,male,165,67,Normal weight,27,119,40.4,0
445,67,male,173,78,Overweight,4,95,38.7,7.8
446,64,female,164,67,Obese,13,94,40.2,6.7
447,37,male,200,100,Overweight,12,91,40.1,10
448,21,male,184,78,Normal weight,19,100,40.5,0
449,40,male,190,97,Overweight,7,83,39.5,9.7
450,36,female,174,68,Normal weight,19,108,40.1,0
451,53,female,178,77,Normal weight,11,95,39.9,0
452,41,male,192,99,Overweight,22,98,40.5,9.9
453,56,male,184,88,Overweight,5,89,39.5,8.8
454,29,female,166,65,Normal weight,11,84,40,0
455,28,male,192,92,Obese,7,92,39.5,9.2
456,22,male,191,88,Normal weight,10,90,39.7,0
457,76,male,195,93,Normal weight,23,96,40.5,0
458,73,male,175,76,Normal weight,4,86,38.9,0
459,39,male,191,86,Normal weight,23,97,40.6,0
460,69,female,162,59,Normal weight,11,95,39.6,0
461,46,female,180,75,Normal weight,12,93,40.1,0
462,30,female,163,58,Normal weight,30,115,40.6,0
463,35,female,168,67,Normal weight,17,101,40.1,0
464,60,female,176,71,Normal weight,24,107,41,0
465,35,female,150,50,Normal weight,25,104,41,0
466,26,male,182,84,Overweight,5,81,39.1,8.4
467,21,male,183,83,Normal weight,23,104,40.5,0
468,27,female,158,57,Normal weight,22,101,40.4,0
469,47,female,172,69,Normal weight,21,97,40.6,0
470,27,female,183,79,Normal weight,3,80,38.9,0
471,49,male,181,79,Normal weight,29,108,40.7,0
472,27,male,178,83,Overweight,19,102,41,8.3
473,46,male,194,91,Normal weight,14,91,40,0
474,58,male,197,98,Overweight,14,102,40.1,9.8
475,27,male,172,77,Overweight,13,101,39.9,7.7
476,29,male,176,76,Normal weight,13,91,39.8,0
477,39,male,197,96,Normal weight,3,78,38.6,0
478,56,female,160,63,Normal weight,4,84,38.7,0
479,32,male,183,83,Normal weight,21,97,40.4,0
480,43,female,169,67,Normal weight,5,80,39,0
481,21,male,202,98,Normal weight,21,108,40.5,0
482,76,female,175,72,Normal weight,10,97,39.8,0
483,22,female,162,59,Normal weight,15,104,40,0
484,35,male,200,99,Normal weight,24,104,40.6,0
485,45,male,191,95,Overweight,28,105,41,9.5
486,32,male,176,83,Overweight,10,99,39.7,8.3
487,39,male,178,80,Overweight,25,105,40.7,8
488,44,female,174,75,Normal weight,27,105,40.8,0
489,26,female,174,67,Normal weight,6,84,39.4,0
490,42,female,179,72,Normal weight,17,98,40.1,0
491,24,female,178,78,Normal weight,2,93,38.2,0
492,56,male,186,93,Overweight,14,91,40,9.3
493,71,male,185,96,Overweight,5,85,39.1,9.6
494,37,female,187,84,Normal weight,11,99,39.9,0
495,47,female,162,63,Normal weight,10,81,39.9,0
496,48,male,167,67,Normal weight,29,112,40.9,0
497,52,male,183,86,Overweight,11,87,40,8.6
498,40,male,192,98,Overweight,24,99,40.4,9.8
499,66,female,180,75,Normal weight,4,88,38.9,0
500,37,female,157,59,Normal weight,16,94,40.2,0
501,28,male,193,93,Obese,17,94,40.4,9.3
502,59,female,148,51,Normal weight,10,93,39.7,0
503,24,male,182,78,Normal weight,28,105,40.8,0
504,67,female,162,62,Normal weight,26,93,40.7,0
505,33,male,192,98,Overweight,10,97,39.8,9.8
506,34,male,192,99,Overweight,15,97,40.1,9.9
507,40,male,181,84,Overweight,17,99,40.4,8.4
508,22,male,193,85,Normal weight,28,116,41,0
509,66,male,164,75,Overweight,27,114,40.7,7.5
510,42,male,182,82,Normal weight,19,103,40.2,0
511,42,male,209,111,Overweight,7,83,39.5,11.1
512,64,male,203,97,Normal weight,23,106,40.7,0
513,32,female,162,64,Normal weight,28,105,40.5,0
514,24,male,189,91,Overweight,1,78,37.7,9.1
515,26,male,182,83,Overweight,27,107,41,8.3
516,32,female,159,55,Normal weight,13,92,40.2,0
517,51,male,190,94,Overweight,21,105,40.4,9.4
518,40,female,165,59,Normal weight,27,110,41.1,0
519,34,female,179,74,Normal weight,25,101,40.9,0
520,48,male,185,88,Overweight,15,103,40,8.8
521,21,female,147,45,Normal weight,23,100,40.6,0
522,31,female,175,68,Normal weight,12,91,40.3,0
523,76,male,193,103,Overweight,18,95,40.3,10.3
524,20,male,177,79,Overweight,5,84,38.9,7.9
525,22,male,167,73,Overweight,18,94,40.7,7.3
526,44,male,180,84,Overweight,11,91,39.5,8.4
527,49,female,173,67,Normal weight,10,85,39.5,0
528,49,male,179,79,Normal weight,7,95,39.5,0
529,46,female,154,55,Normal weight,3,84,38.6,0
530,75,male,186,84,Normal weight,29,107,41.1,0
531,20,female,167,58,Normal weight,5,76,39.3,0
532,33,female,154,59,Normal weight,28,105,40.6,0
533,68,male,166,75,Overweight,28,112,40.8,7.5
534,58,female,173,73,Normal weight,20,104,40.6,0
535,23,male,179,81,Overweight,26,112,40.6,8.1
536,79,male,198,96,Normal weight,9,87,39.7,0
537,43,male,201,104,Overweight,28,103,40.7,10.4
538,37,female,178,74,Normal weight,24,104,40.8,0
539,75,male,199,103,Overweight,28,123,40.5,10.3
540,61,female,173,73,Normal weight,26,102,40.8,0
541,26,female,169,62,Normal weight,9,80,40.2,0
542,23,female,173,72,Normal weight,28,110,40.9,0
543,64,male,178,82,Overweight,25,111,40.8,8.2
544,20,female,170,68,Normal weight,8,85,39.4,0
545,22,female,171,69,Normal weight,21,95,40.1,0
546,27,female,169,69,Normal weight,27,116,41.1,0
547,36,male,190,95,Overweight,7,83,39.5,9.5
548,59,male,191,92,Overweight,30,110,41,9.2
549,36,male,206,103,Normal weight,5,84,39,0
550,71,female,160,65,Overweight,8,86,39.7,6.5
551,21,female,167,67,Normal weight,21,103,40.4,0
552,56,male,188,90,Overweight,10,91,39.7,9
553,68,female,166,64,Normal weight,2,75,37.9,0
554,75,male,172,74,Overweight,10,98,39.7,7.4
555,48,male,176,84,Overweight,17,89,40.4,8.4
556,62,male,185,91,Overweight,24,97,40.6,9.1
557,53,female,156,60,Normal weight,26,104,40.7,0
558,47,male,187,89,Overweight,17,97,39.9,8.9
559,39,male,188,91,Overweight,13,101,39.8,9.1
560,54,female,168,63,Normal weight,17,92,40.3,0
561,38,male,201,104,Overweight,21,101,40.6,10.4
562,39,female,149,51,Normal weight,26,100,40.4,0
563,51,male,182,81,Normal weight,28,106,40.9,0
564,30,male,193,92,Normal weight,13,104,40.3,0
565,33,female,156,61,Overweight,5,90,39.1,6.1
566,47,male,182,82,Normal weight,27,100,40.7,0
567,64,female,155,55,Normal weight,25,114,40.8,0
568,37,female,159,58,Normal weight,8,90,39.2,0
569,41,male,188,91,Overweight,20,106,40.5,9.1
570,61,male,179,77,Normal weight,11,90,40,0
571,38,male,169,71,Normal weight,10,84,39.8,0
572,21,male,185,88,Overweight,12,97,39.9,8.8
573,26,female,173,73,Normal weight,1,69,37.9,0
574,48,male,183,81,Normal weight,21,94,40.6,0
575,71,male,183,80,Normal weight,6,84,39,0
576,73,male,199,97,Normal weight,22,107,40.9,0
577,65,female,158,61,Normal weight,26,111,41,0
578,57,female,149,56,Overweight,13,91,39.9,5.6
579,49,male,185,93,Overweight,22,99,40.5,9.3
580,55,male,178,79,Obese,4,97,38.7,7.9
581,20,male,182,74,Normal weight,12,80,39.9,0
582,45,female,163,58,Normal weight,5,84,38.9,0
583,53,female,175,75,Normal weight,13,90,40.2,0
584,46,female,166,58,Normal weight,10,93,39.6,0
585,25,male,198,96,Normal weight,5,85,39.1,0
586,22,male,163,65,Normal weight,9,92,40,0
587,60,female,164,66,Normal weight,27,110,40.8,0
588,50,female,168,62,Normal weight,11,89,40.1,0
589,61,female,157,56,Normal weight,17,95,40.5,0
590,69,female,165,62,Normal weight,29,112,40.9,0
591,30,male,195,92,Normal weight,30,101,41,0
592,33,female,164,61,Normal weight,20,105,40.6,0
593,21,male,206,105,Normal weight,15,96,40.1,0
594,39,female,152,53,Normal weight,20,99,40.9,0
595,26,male,180,81,Overweight,7,92,39.5,8.1
596,44,male,175,80,Overweight,5,91,39.2,8
597,58,female,144,42,Normal weight,12,96,40.1,0
598,24,male,177,83,Overweight,4,83,39.3,8.3
599,35,male,187,91,Overweight,15,95,40.3,9.1
600,21,male,189,94,Overweight,25,111,40.6,9.4
601,26,male,181,82,Overweight,29,105,41,8.2
602,30,female,162,57,Normal weight,15,88,40.3,0
603,27,male,182,81,Normal weight,18,105,40.5,0
604,32,female,147,51,Normal weight,4,83,39.1,0
605,30,female,185,84,Normal weight,9,85,39.6,0
606,79,female,160,57,Normal weight,14,85,40,0
607,39,female,164,58,Normal weight,25,106,40.6,0
608,25,male,188,89,Overweight,6,92,39.6,8.9
609,23,female,169,70,Normal weight,13,90,40.1,0
610,47,female,172,70,Normal weight,2,89,37.8,0
611,34,male,182,80,Normal weight,29,120,40.7,0
612,36,female,152,54,Normal weight,10,86,39.7,0
613,63,male,203,115,Overweight,14,106,40,11.5
614,37,female,164,59,Normal weight,26,106,40.6,0
615,50,female,156,55,Normal weight,23,98,40.8,0
616,62,male,191,96,Overweight,2,85,38.2,9.6
617,37,female,173,67,Normal weight,15,94,40,0
618,35,female,169,69,Normal weight,23,96,40.7,0
619,27,male,174,79,Overweight,8,102,39.7,7.9
620,55,male,179,79,Normal weight,24,110,40.6,0
621,36,male,173,75,Overweight,16,94,40.4,7.5
622,22,female,140,45,Normal weight,7,86,39.1,0
623,20,male,170,71,Normal weight,9,83,39.8,0
624,43,male,185,83,Normal weight,28,108,40.9,0
625,73,female,181,76,Normal weight,19,106,40.4,0
626,22,male,184,82,Normal weight,14,87,39.9,0
627,67,male,155,64,Overweight,6,88,38.9,6.4
628,25,male,195,100,Overweight,16,93,40.3,10
629,41,female,165,63,Normal weight,17,97,40.5,0
630,49,male,181,81,Normal weight,16,97,40.2,0
631,58,female,148,53,Normal weight,2,89,37.7,0
632,27,male,180,80,Normal weight,28,111,41.2,0
